1000000;6,41;8,68
1010000;3,34;3,13
1020000;1,25;2,20
1030000;1,38;2,19
1040000;1,41;2,33
1050000;1,29;1,58
1060000;1,28;1,60
1070000;1,22;2,6
1080000;1,6;1,98
1090000;1,20;2,5
1100000;1,42;1,94
1110000;1,10;2,71
1120000;1,11;2,23
1130000;2,51;7,14
1140000;1,57;2,49
1150000;1,51;2,75
1160000;1,34;1,87
1170000;1,26;2,13
1180000;1,58;2,47
1190000;2,62;3,99
1200000;1,47;3,16
1210000;2,28;3,17
1220000;1,57;2,50
1230000;1,48;2,43
1240000;1,59;2,94
1250000;1,80;2,72
1260000;2,9;2,75
1270000;1,70;2,74
1280000;2,28;2,73
1290000;1,57;3,5
1300000;2,43;2,70
1310000;1,76;2,17
1320000;3,15;4,5
1330000;2,62;3,65
1340000;3,1;4,79
1350000;2,20;3,96
1360000;1,35;2,26
1370000;1,62;2,20
1380000;1,62;2,13
1390000;1,66;2,24
1400000;1,59;2,32
1410000;1,69;2,28
1420000;1,29;2,55
1430000;1,24;2,35
1440000;1,71;2,44
1450000;1,73;2,31
1460000;1,25;2,43
1470000;1,57;2,32
1480000;1,42;2,76
1490000;1,91;2,92
1500000;1,60;3,17
1510000;2,87;4,14
1520000;2,54;5,7
1530000;2,29;4,46
1540000;2,16;4,90
1550000;3,52;4,82
1560000;1,48;2,36
1570000;1,39;2,50
1580000;2,24;15,15
1590000;1,46;3,47
1600000;1,68;2,49
1610000;1,67;2,49
1620000;1,82;2,73
1630000;1,95;2,50
1640000;1,83;4,84
1650000;2,93;3,39
1660000;2,55;6,76
1670000;2,76;4,69
1680000;1,72;6,81
1690000;1,83;2,61
1700000;1,30;2,88
1710000;1,48;2,88
1720000;1,42;2,55
1730000;2,27;3,91
1740000;1,72;3,44
1750000;1,81;2,60
1760000;1,93;2,58
1770000;1,46;2,84
1780000;1,47;2,67
1790000;1,82;3,47
1800000;1,61;2,85
1810000;1,73;2,84
1820000;3,34;5,55
1830000;3,89;10,50
1840000;1,47;2,77
1850000;1,83;2,92
1860000;1,58;3,38
1870000;1,57;3,6
1880000;1,60;2,77
1890000;1,88;3,17
1900000;1,82;2,97
1910000;1,55;3,5
1920000;2,10;5,6
1930000;3,46;4,36
1940000;2,12;3,26
1950000;1,88;3,69
1960000;1,84;3,74
1970000;4,80;8,67
1980000;2,25;4,39
1990000;2,36;4,60
2000000;2,6;3,60
2010000;1,91;3,44
2020000;3,21;5,18
2030000;2,14;3,96
2040000;2,15;4,15
2050000;2,24;3,46
2060000;1,69;3,38
2070000;1,71;3,18
2080000;2,25;3,46
2090000;5,11;8,11
2100000;1,76;3,95
2110000;2,10;3,85
2120000;2,15;3,87
2130000;1,63;3,26
2140000;2,31;3,80
2150000;2,82;3,64
2160000;1,78;3,46
2170000;2,3;3,99
2180000;2,57;4,36
2190000;2,59;4,13
2200000;9,69;27,32
2210000;2,23;5,96
2220000;1,91;3,96
2230000;3,14;6,59
2240000;2,75;4,16
2250000;2,81;4,38
2260000;2,70;4,46
2270000;2,63;4,92
2280000;2,96;5,1
2290000;2,34;5,35
2300000;4,6;8,82
2310000;5,3;7,76
2320000;2,56;3,64
2330000;1,97;3,44
2340000;1,89;3,48
2350000;2,48;3,52
2360000;2,82;5,2
2370000;1,80;3,67
2380000;2,63;3,61
2390000;2,43;3,71
2400000;3,31;6,87
2410000;3,92;4,85
2420000;2,42;3,66
2430000;1,94;9,30
2440000;2,31;3,61
2450000;2,34;3,80
2460000;2,1;3,78
2470000;1,90;4,96
2480000;2,30;3,64
2490000;1,93;3,95
2500000;2,32;3,88
2510000;2,49;4,20
2520000;2,54;3,73
2530000;2,33;3,91
2540000;2,22;3,94
2550000;2,39;4,39
2560000;2,17;11,55
2570000;2,13;3,95
2580000;2,19;4,4
2590000;2,54;4,20
2600000;2,95;15,15
2610000;1,96;3,85
2620000;3,64;7,72
2630000;4,42;7,58
2640000;4,94;8,62
2650000;3,27;17,14
2660000;2,24;3,92
2670000;2,11;3,85
2680000;2,29;4,61
2690000;3,13;4,81
2700000;2,65;6,98
2710000;2,50;5,83
2720000;2,40;4,4
2730000;5,47;8,1
2740000;2,19;6,7
2750000;2,14;4,0
2760000;2,50;4,32
2770000;2,61;4,34
2780000;2,45;5,73
2790000;2,13;4,19
2800000;2,44;4,53
2810000;2,17;4,15
2820000;4,44;8,99
2830000;2,47;4,33
2840000;2,44;5,39
2850000;2,21;4,24
2860000;2,87;4,44
2870000;2,60;4,51
2880000;2,68;4,55
2890000;2,61;4,57
2900000;2,74;5,67
2910000;2,85;6,30
2920000;2,35;4,65
2930000;2,78;4,61
2940000;2,43;4,52
2950000;2,37;4,82
2960000;4,92;6,51
2970000;3,33;5,93
2980000;2,13;4,79
2990000;2,45;4,65
3000000;3,5;5,40
3010000;3,77;12,44
3020000;3,65;5,37
3030000;2,30;4,74
3040000;2,49;4,52
3050000;2,31;5,2
3060000;3,12;5,35
3070000;3,12;4,88
3080000;2,83;4,75
3090000;2,85;4,61
3100000;2,38;4,85
3110000;3,23;5,0
3120000;2,88;5,90
3130000;2,38;5,32
3140000;3,13;4,82
3150000;4,64;8,94
3160000;5,19;9,72
3170000;3,3;5,14
3180000;2,35;4,82
3190000;2,69;5,99
3200000;3,72;4,80
3210000;3,28;5,8
3220000;2,39;4,84
3230000;3,61;5,97
3240000;2,83;5,13
3250000;2,97;5,5
3260000;3,7;5,88
3270000;2,68;5,6
3280000;2,91;5,33
3290000;2,74;5,20
3300000;2,42;5,72
3310000;3,25;5,63
3320000;3,11;4,99
3330000;2,59;5,17
3340000;2,64;5,42
3350000;3,53;5,83
3360000;2,88;4,83
3370000;3,34;5,44
3380000;3,16;5,19
3390000;4,84;9,17
3400000;5,34;5,52
3410000;3,5;5,40
3420000;3,8;6,80
3430000;2,57;5,14
3440000;3,58;5,13
3450000;2,78;5,38
3460000;3,24;5,59
3470000;5,6;5,38
3480000;2,61;5,31
3490000;2,25;5,16
3500000;3,55;5,39
3510000;3,0;5,55
3520000;3,17;6,20
3530000;3,10;5,28
3540000;3,3;6,90
3550000;6,63;12,51
3560000;2,78;5,46
3570000;4,9;8,44
3580000;3,33;5,49
3590000;2,56;5,69
3600000;4,6;8,32
3610000;5,20;10,20
3620000;12,61;6,71
3630000;3,51;5,60
3640000;3,30;5,63
3650000;3,29;5,38
3660000;3,39;5,65
3670000;3,36;5,96
3680000;3,60;7,38
3690000;3,50;5,86
3700000;4,4;5,63
3710000;3,23;5,73
3720000;3,62;6,58
3730000;4,22;8,90
3740000;4,4;5,71
3750000;3,72;5,65
3760000;3,1;5,86
3770000;3,60;10,34
3780000;4,7;9,28
3790000;3,21;5,97
3800000;4,5;5,90
3810000;8,6;15,68
3820000;4,18;5,59
3830000;3,56;7,77
3840000;3,47;7,42
3850000;4,7;5,86
3860000;3,7;5,64
3870000;3,67;5,70
3880000;3,88;6,8
3890000;3,10;5,85
3900000;4,50;5,91
3910000;3,46;5,91
3920000;3,95;5,67
3930000;3,32;7,94
3940000;3,81;6,23
3950000;3,81;5,68
3960000;4,80;6,15
3970000;3,13;6,16
3980000;3,13;8,40
3990000;3,29;5,96
4000000;4,24;8,26
4010000;2,96;5,83
4020000;3,82;6,47
4030000;5,61;18,37
4040000;2,92;6,12
4050000;3,3;6,18
4060000;3,71;6,43
4070000;3,22;6,63
4080000;3,25;7,13
4090000;7,18;11,50
4100000;3,61;6,47
4110000;3,9;7,86
4120000;4,37;7,23
4130000;4,6;7,76
4140000;3,3;6,54
4150000;3,57;7,37
4160000;3,73;10,32
4170000;4,84;7,19
4180000;3,70;6,75
4190000;4,74;7,71
4200000;3,82;7,42
4210000;5,2;8,99
4220000;4,17;7,40
4230000;3,20;7,58
4240000;3,41;7,48
4250000;3,85;6,30
4260000;3,96;7,96
4270000;4,19;7,70
4280000;3,78;7,34
4290000;4,47;6,58
4300000;4,20;7,32
4310000;3,74;7,1
4320000;4,17;7,36
4330000;6,83;14,63
4340000;3,5;6,45
4350000;4,13;7,54
4360000;4,64;9,17
4370000;4,55;15,82
4380000;3,55;6,58
4390000;3,60;9,4
4400000;4,14;6,67
4410000;3,64;7,15
4420000;6,92;8,71
4430000;3,21;7,1
4440000;3,99;7,60
4450000;3,91;8,51
4460000;4,43;7,34
4470000;3,32;7,57
4480000;4,59;7,54
4490000;4,27;6,65
4500000;4,51;7,47
4510000;4,63;8,11
4520000;4,24;7,35
4530000;5,1;8,61
4540000;4,34;7,30
4550000;4,18;7,66
4560000;4,50;8,72
4570000;4,4;7,25
4580000;3,77;7,60
4590000;4,98;7,94
4600000;3,87;7,84
4610000;8,38;15,56
4620000;6,95;9,56
4630000;4,13;6,92
